LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,BILL_AMT1,BILL_AMT2,PAY_AMT1,PAY_AMT2,target
39267.04430809246,2,2,2,30.111138809563087,0,-1,3,12425.534228485743,13473.204882871483,2146.0589762030877,6206.379502638979,0
19566.851685393103,2,2,2,50.88940328444083,0,-1,2,21172.765396439772,20304.209570635303,3336.2780486382835,385.74621963954377,0
37034.60924428632,2,2,1,22.57753466450771,0,0,-2,7608.757383952984,6645.41580413354,2990.034908546207,1374.4996957563833,0
54089.67698256418,2,2,2,23.74412885968031,4,-2,2,22798.53686727852,21029.512621261736,4110.134650942389,5368.5256671736415,0
115950.06302491283,2,2,2,24.03779675131435,-2,3,3,52620.577496186575,55899.8857674473,12955.889166494913,10003.4096944584,0
78230.63962588344,2,3,1,34.32128618300518,1,-2,-2,61081.163795521825,60939.03696171278,16292.000701701425,1510.0211850914802,0
203321.95075260836,2,2,2,39.31631629637597,0,1,0,9691.319231655323,10634.959219785165,1310.381072816928,2511.4367654540224,0
19655.686204067646,2,1,2,42.39675468117834,1,1,0,27822.828024645158,24686.307697102908,4489.154829047161,12043.170531187241,0
72973.85529789534,2,3,2,60.71995317494969,0,2,-1,3376.650947833526,3838.557372709797,1316.8897650331871,138.59357170508488,0
42052.47846596081,2,2,1,21.0,-2,0,0,5619.178431711287,4845.720813433074,2435.0231089573554,1978.697824735915,0
209366.6597156465,1,3,2,41.08735589124417,-1,1,3,3266.6488489458575,3044.4062215992117,60.56383741283606,297.82294920120444,0
19022.188103278277,2,1,2,29.42869427427769,-1,-1,2,12646.128166213737,13107.49751696802,3826.4310654375763,3780.169145030889,0
18549.952850037174,2,1,1,29.135848511112265,-1,1,4,4764.447541141867,5215.856441564116,1508.9851332724702,1009.3482949542959,0
22482.351073178306,2,3,2,28.802278717461224,1,-1,0,2154.1849756223573,1952.7096309205901,794.1502021809027,340.7558909507047,0
10000.0,2,1,2,25.912303291920267,-1,3,0,8406.779418071737,9913.676925703934,2916.5083861667567,4314.499629569474,0
23846.577444780458,2,2,1,51.845248346034516,0,-1,0,1678.5732725601451,1816.9624290191182,736.4106497782185,884.3835250309511,0
19785.28721969353,2,3,2,43.422973270139025,-1,-1,0,65685.38468347417,58267.53502560798,2577.242008624539,11265.069962310743,0
40958.516024274744,2,2,2,35.23195978557375,0,0,-2,6842.937151135407,7460.896899614898,1328.8034097522602,2389.140987035444,0
47734.26585039586,1,1,1,48.51015752487,1,1,1,43581.11914297981,47003.69599949255,17042.16670993211,13076.75136511883,0
162907.31059191786,2,2,1,21.0,-1,1,-1,7402.099920360738,8150.257019493845,3133.2349194347294,313.4654127535504,0
77678.90996954453,1,3,2,21.692948686690738,0,-1,-2,3184.5765532680384,3714.338155236009,421.58768029698996,76.4427351926228,0
22890.495860532876,1,2,2,21.0,2,-1,-2,54755.26271058885,59392.314752902654,16023.690795866916,22967.15447666828,0
17699.085718775357,2,2,1,28.005854598767126,-2,-1,4,14860.237486356673,13979.978199545803,1343.1055296608552,2757.790139192399,0
53827.26150341054,1,2,1,36.61698526704753,1,0,-1,128578.0180058893,143519.68259978583,54703.15451801315,22071.471762620575,0
12629.788058240229,2,1,2,36.02858577932334,-1,0,0,7632.513463063415,8230.48046439352,2787.5089732297342,4055.9098519514882,0
157183.1575049426,1,3,2,36.49341911059881,-2,0,5,7832.865141598707,8065.530016940768,869.7029082293559,343.7125545666929,0
93297.82704419519,1,3,1,21.0,0,0,0,44611.59182653712,42003.292906049974,13913.756642880615,5650.756586869463,0
24950.757921069126,2,4,2,43.03154742614022,-1,0,-2,44985.845759582815,52562.3470824237,11456.103938441489,22517.75344731606,0
10000.0,1,2,1,37.39627518238998,2,4,0,16060.473396625226,16142.412279287802,2078.4399155173874,3349.540523201049,0
107269.31344639858,2,2,1,42.330542814659985,-2,-1,-2,400000.0,420496.5403259576,178624.52029588184,122836.9418468943,0
33135.75281174795,2,1,2,21.0,-2,0,-2,9540.746865970501,9217.74712491082,705.2486580746335,222.9873240396916,0
97758.26723630287,2,2,1,38.1149085879779,0,0,2,2912.141836259728,3239.251439884421,680.6546240314724,1490.528437491357,0
10142.176235105162,2,2,2,23.12234760082473,0,-1,-1,4011.553899315082,3756.4824641191394,1168.9633656529397,257.1663933587777,0
22482.668031422592,2,3,1,31.02676747448638,1,0,0,9607.627687693297,10801.41151993776,3956.1599768655474,1152.327504668245,0
36468.16472887179,2,3,2,40.34364898636383,-1,-1,0,82663.21706781645,69699.68795380881,6207.177347633606,5464.323648573806,0
37706.37566845619,2,3,1,35.91093606255913,2,-1,-1,10682.769180020125,11575.685852961238,3253.8358648566705,2879.4550330456286,0
25335.13946719245,1,3,1,26.484600202206813,5,0,0,87488.48975532291,86679.47141525798,286.9510432711617,35402.23090853064,0
59771.243471582755,2,3,2,35.06273156184418,0,0,-2,22500.889898475598,24289.742712969834,9254.405792066147,3241.743323144355,0
15458.335578691938,2,1,2,21.0,1,-1,-1,49022.916705715346,49638.55910331501,5753.634651215313,3532.290817385187,0
32405.920351400277,2,3,2,46.50267395898296,0,0,0,21260.418827320802,18150.498573111832,7663.48075681433,3720.1410145042373,0
39984.07406222332,2,2,2,32.94715980503749,-2,0,-1,21059.301288351926,20865.4844733076,6337.562851763319,10241.354448277603,0
54805.78687376195,2,2,2,46.18549944255326,-1,-2,0,32966.682898949504,39092.67020845557,826.2667692604756,216.14491430105505,0
64170.052088513854,2,1,2,29.73468312903957,-2,-2,-2,6767.92501240379,7457.821844118382,620.043504396348,1879.3634711817656,0
14769.009719532238,2,2,2,29.76424011593417,7,0,0,6857.8121860929805,6309.706435426857,918.057703485907,2111.7581863417927,0
10643.542651131293,1,1,2,27.358132133621535,-1,1,1,20321.94028087672,23932.044757538864,9010.013560360001,9653.238608553822,0
100925.85905683537,1,2,2,43.76173931693076,0,4,0,137219.04143414923,152529.73774115476,32987.690055973835,56908.145697306165,0
47375.060033588066,2,2,2,27.90568842671524,-1,-2,3,2102.9494318214565,1988.9250919372769,960.5255367408132,74.01550314676557,0
19954.516162406977,2,3,1,41.445954324151764,0,-2,0,1170.25535565177,1218.7385509140395,27.764250116901962,281.4496584582941,0
125608.04461127936,1,3,2,31.175476023307098,-1,-2,5,9735.238303249678,9449.745056943857,31.950437409420697,372.0817243846923,0
39836.53390089729,1,2,1,21.0,1,0,-1,46028.520609503044,38603.02280280132,21823.194562013334,11964.144561733885,0
93287.15911050545,1,2,1,29.29685932213534,-2,0,4,14209.290679017453,15948.674995546377,5143.172877383307,614.275570909315,0
38331.02061704894,2,1,1,23.208917856371517,3,0,0,3283.9563666016516,2878.161983493654,1286.1890932798733,69.67282975214938,0
188829.22986407398,2,2,2,35.33902723682338,2,1,1,14689.852029429145,14443.287541298601,6726.524479437072,2210.026242856432,0
147897.19366193886,2,1,2,23.095922643255097,0,0,3,1669.7549273300908,1805.0973276575364,821.9691663062688,847.3414136876946,0
29757.267927361263,1,4,2,44.259751007146164,-2,7,0,28415.796180069094,33328.47461524511,1388.2845238496107,11831.550736643885,1
79004.2368294398,1,2,1,34.08924139646973,-1,-2,2,9219.447403926551,7606.877879833496,729.6793608152973,15.312582821329999,0
60858.13383078816,1,1,2,33.22404005241261,2,-2,0,12107.265434813235,11590.205567794606,1141.5544002209997,1650.028045590903,0
108543.38632808057,1,2,2,41.558921377875826,-2,-1,0,22306.258417820474,23329.203129152567,9127.917895288867,204.10597884804073,0
16781.98437774251,2,2,1,44.639069340758624,-1,-2,0,17099.879588389864,19010.34178484789,3039.9303516848004,2797.4757951489464,0
62871.055383760984,2,2,1,34.79901248230348,0,4,-1,6977.796871813125,8152.665769350205,2069.863824319012,2794.2942993056486,0
84688.88036867832,1,1,1,27.287997004507094,-1,-1,0,46181.53884794173,36954.41778813158,19747.73197635369,14038.589229900084,0
10000.0,1,3,2,21.0,-1,0,6,34763.35443884476,36539.94794167011,11874.463823885093,14691.028717127576,0
14092.431932144318,1,1,2,28.1395024296482,0,-1,1,1588.998097641069,1275.6075824879747,51.97246829016552,580.3951337187206,0
10000.0,2,1,2,28.827877533520386,-1,-1,1,10134.581791368311,11299.066674002403,2258.3590766261423,2066.561076129505,0
29274.570948112785,1,1,2,36.070574529922965,-2,-1,0,3654.2854273765993,3142.198127675145,123.33222746784088,1355.2264655777437,0
64475.06279140935,1,2,1,31.548531188619727,0,-1,-1,2917.0563310161056,3377.5085847559344,698.4067967956018,1228.85368973081,0
120799.2845271505,1,1,2,41.87932972051428,-1,0,-1,25391.26124187632,21888.528991410687,2784.186268798265,5885.342242969457,0
38533.21302411263,2,1,1,28.870167287293107,1,6,-1,8077.8939129555565,8931.982502559304,5.283748490355657,4263.3726232515555,0
133638.33485414853,2,2,1,34.42958833147058,-2,0,-2,11256.19610903159,10307.541585860057,4576.498017410841,4884.439539029594,0
12039.146569614166,2,2,2,46.839874431968894,0,0,0,5981.209472779884,6118.1884569224985,2899.040925846346,2745.856075256672,0
10000.0,1,1,2,38.418252139549665,0,-2,2,20831.270858918993,21734.80002765671,10042.054518952946,2197.685202689591,0
34737.04031586627,2,1,2,34.39962458311435,0,2,-1,30152.293303072784,26615.557731075045,4510.5598571442,2766.5108835922674,0
49377.60988078322,2,2,2,28.98055558064823,-1,-2,-2,180648.03074432552,166102.02611483997,74858.16029535908,74829.20790839956,0
35377.95629126058,1,1,1,28.667686032850227,-2,3,-1,10751.826032319428,9063.822815409594,3649.045579385014,1803.307147843309,0
10000.0,1,2,1,26.493867470480524,2,0,-1,2349.361881011376,1884.4598198576534,939.8344866332205,751.3758334580922,0
33816.49460127357,2,1,1,29.589931342171006,-1,-1,0,7297.7953267073635,6537.271754317213,3087.8360369461147,2245.3587556028774,0
12790.070409440912,1,1,2,42.55665838744314,0,0,-1,36918.64199813687,37154.95609667615,18095.279912710583,14162.666576211115,0
62052.621570538984,2,2,2,32.781117287077315,4,8,-1,5286.045865126266,5737.679829120556,401.0249119034936,75.37542024972083,1
48692.417406557455,2,1,2,21.50226930618769,0,-1,3,2256.221703582393,2521.1559425535634,868.3588427798176,541.9944708591876,0
17121.60115853959,2,1,1,52.68169293059783,-1,-1,-1,5419.824839382217,4487.1075862833,1989.4919696628122,1922.9353859422904,0
24074.451805594836,1,2,2,38.19965191145163,-1,-2,1,7044.207301523144,6402.938979001195,1013.4354443776664,1568.4820021850617,0
15562.651412684203,2,3,2,21.0,4,0,0,3643.8516341444256,4037.7140687535543,715.2654033795809,1393.281715769143,0
34539.425621182396,2,2,2,30.581510727591763,0,-2,-1,17343.47817372511,17210.75807360509,1532.7996709364159,6505.252658431068,0
77972.68534063145,1,3,2,36.10886382828418,0,1,2,12151.079135386715,10606.370708486424,5548.627420706233,640.4040748742307,0
16505.008560225913,2,3,2,52.04592093297377,0,3,0,34463.16284605494,32977.30436670021,15152.345140055522,2568.034503940953,1
54352.028372507455,1,4,1,23.918875417411307,2,4,-2,7824.132902523946,7104.419681149868,2402.145780522378,2573.7664913190547,1
23760.834746836084,1,2,1,44.760407193559466,1,-2,-2,26099.66406831589,21408.54704305985,6676.685562131669,584.1380939897173,0
19258.38316848844,2,2,1,48.99486426972343,-1,0,1,7400.294288898713,8180.661672885934,861.7212016483104,1398.4649647864842,0
33335.41792298781,1,2,1,28.713456949254297,0,-2,0,3444.2627881961293,3157.2780793009047,1359.8010744528085,1449.3226054429201,0
15863.975757682801,1,1,1,32.22486381139767,0,0,0,6963.078980102054,8202.872817268293,28.565726255851335,2355.6839654181586,0
23320.324506070294,1,2,1,24.6369075262623,-2,2,-1,1916.1617452172654,2213.6458871626915,443.38707729301,1007.7385509053112,0
13928.573907833636,2,4,1,32.96538858919695,2,0,-1,114217.38162340168,124098.44062196215,49144.95110215432,19199.049565382913,0
174866.8500295557,2,2,2,34.63410025657069,-2,3,1,15851.187495380595,14751.967162049665,4901.86349961837,4695.745941042023,0
37354.58129640787,1,2,2,41.59649998082371,0,2,2,5143.616609776766,4690.821061836602,1633.4141985782237,672.5295180158915,0
20748.29997954609,2,2,2,45.90183471020447,-1,-1,0,8491.551485111559,8407.558085357343,300.20787251360326,467.13148322974365,0
43095.933814377924,1,2,1,27.51903935378353,-1,0,-1,705.8785661734478,664.825374735876,101.18936166821092,329.31969186787904,0
33194.43632361372,2,2,1,21.0,0,-2,4,74699.14087764625,86685.61374189355,25168.463913975305,7638.396018125331,0
30431.219582228314,2,2,1,34.78755220723758,8,0,0,66426.91854305666,56422.89545744453,1647.9622143324145,5317.365743976975,1
59357.476196658565,2,2,2,37.935375299686406,0,-1,1,15199.993587999134,16564.755872024078,2515.1106655106532,6973.086122622309,0
66569.79119973426,2,2,2,37.49417687685042,-1,4,-2,19601.370285024383,20470.86193662571,3468.8992253541737,8211.241284018384,0
23756.20603135599,2,3,1,31.73326752490956,0,0,0,2918.391442706903,3275.9541529816975,727.7277394390542,1601.6629025625068,1
22910.38104312987,1,3,2,36.247520996639345,-1,0,3,3184.4540030191843,3238.5735781180965,576.9836615257148,116.17413640531647,0
29142.66825426348,2,1,1,50.154448083522475,-2,1,-1,1742.7935982393024,1833.098663703236,395.71656857014347,86.270749090445,0
10000.0,1,3,2,38.817341689625096,-2,1,1,11011.751470875402,13049.98540475166,3011.699417143654,2927.8555434383757,0
10805.895569560822,2,1,1,31.266315749969156,-2,1,0,47726.51945671325,39936.81749903704,3062.7978781603438,11816.254588140277,0
108390.8997649304,1,1,1,29.99802182904004,0,-1,-1,8434.97849564539,7101.798627337758,761.1531208839249,135.0377996198824,0
135398.0409577053,1,2,2,33.301476423222695,0,0,1,20276.84748599629,19413.927185814508,8440.3492314826,1537.4839834230595,0
29755.556550935664,1,1,2,51.36739961830639,-1,0,-2,43243.43348394251,42771.78242999967,9940.972219120898,15041.45569349773,0
57598.14091861451,1,1,2,33.166992904738024,1,0,1,1902.7950943371873,1674.362291922546,337.8908119293456,559.6888937452517,0
46583.42749164905,2,2,2,34.80205655479292,-2,-2,8,122354.5810636014,101929.57831779703,26543.695449470197,4570.838456309402,0
426387.845611562,2,2,1,30.17686429063697,3,-1,5,53572.141559402764,43332.92506988734,4682.702129227088,20185.910496421282,0
88934.90077866288,2,1,1,45.98983357441965,0,4,2,24752.239810905387,27371.940144962402,2968.378383811823,3486.689811247738,0
32783.018341639865,2,2,2,54.59837254744675,-2,-1,0,40494.175852534776,40252.14044106587,10437.850494405471,17856.466292808833,0
16908.43091995515,2,2,2,39.50613049431388,5,0,0,42842.74353438833,48727.681563657046,7688.697914370112,22487.536831120036,0
10045.12723624941,1,2,2,35.827729037854255,-1,-1,1,18980.50851411033,17923.956496031315,4512.199305588065,4391.994086298673,0
42734.887739305,1,3,1,35.367828331742345,0,-2,-2,74156.54001475307,80191.28444765955,5550.790280242999,16518.061742710786,0
19829.369064227845,1,2,2,21.0,-1,-1,-2,7760.542974414032,7724.908182604225,607.1396085638922,1074.2915999009006,0
11639.933780652429,1,1,1,42.451508642848175,1,0,0,23252.628217378933,24294.997022208805,4463.842146087676,9807.671627933525,1
21649.587770070782,1,1,2,36.341664159958434,0,3,-2,65249.34987280118,61861.52118148792,12360.10711386157,6080.634241810022,0
15287.053873125522,1,2,2,39.28342050660725,-2,-1,3,528.7735628773275,440.18702178881216,233.5413952451905,136.92558035357084,0
140044.1918785799,1,2,2,27.885378059162953,-2,-1,0,22596.62900736653,26640.28295333825,377.9442201696113,7554.305760398304,0
73519.93004795827,1,1,2,31.155431210229082,1,0,-1,31873.36458897811,36158.29035567051,15822.821737971199,4499.808615394797,0
36084.61538792409,2,1,1,30.88975063496827,-1,-1,0,1719.6401983837698,1590.24881097201,822.4377516634561,781.6447971091767,0
118652.61617213058,1,2,1,45.21622984073039,-2,3,2,18735.663080706032,22173.30454249889,5079.715558360387,9382.90208495415,0
38634.25689191369,2,2,2,31.212401633969066,0,-1,4,5154.12592590179,4742.8034451326275,1852.2840076677767,48.68114730926852,0
18232.712301906424,2,2,1,55.826603221097976,2,0,-2,21507.726849702536,21017.264820549488,10057.60085401474,4437.295507424417,0
122822.96170887856,2,3,2,39.308624190150375,-1,0,1,11920.332616598662,13136.85339170549,1497.157454518664,2357.8807939429344,0
55889.28923372738,1,2,2,22.243173400042686,-1,1,0,4291.562638493221,3963.6945457061465,677.2742625664125,1749.5931231456407,0
15838.565137931639,1,2,2,33.71453706748043,2,0,0,50594.411085615415,47042.84489715564,2806.084515693005,6221.310353950018,0
31186.14041179708,1,2,2,28.483248778435843,-2,-1,1,8086.586426165889,7795.735068430253,2279.7951794035625,3891.8283786372413,0
18024.827594205788,1,4,2,21.0,0,-2,-1,18470.987795227607,18237.4358940362,1472.584500489546,1824.469380450089,0
12013.186677549891,1,2,2,50.9947094011379,5,4,0,64657.35525974004,54922.963912913925,30093.81607262847,6697.43217565574,0
76186.68874471015,2,1,1,42.03142542220004,2,2,-1,4446.918248123981,3588.648187793738,959.5712438403885,1195.1663036215873,0
167298.2308789727,2,1,2,40.33207317899313,-2,-2,-2,13489.39496502034,15751.06573576075,6203.008746903718,1268.4086992956836,0
11862.600808267742,2,2,2,36.654036602997046,-1,2,-2,7373.202524038308,6940.214544468075,756.1215562041815,3084.2389969872534,0
56975.42932183517,2,3,1,21.179824313075624,-2,0,-1,9637.185906302217,8101.745508123397,3344.2792651896752,445.30903670839643,0
21579.216787328205,1,1,2,30.163828604445634,4,0,0,177602.3336700156,196014.11200625633,57506.93216426984,96372.04540262627,0
24595.03059026676,2,1,2,43.41780774784013,7,-2,-2,23112.55050523491,21217.88226840683,4618.762175066951,9279.037465601285,0
22608.582292015966,1,3,2,24.487799702174975,-1,1,0,19463.792271243245,16985.38253835647,8742.582007144407,7130.943482457723,0
18193.27654587795,2,3,1,21.0,0,-1,0,25056.907091907622,29693.547759940073,5447.397296664932,6045.863699190874,0
37752.88978547233,2,1,2,32.72893992219074,2,1,3,22388.697913965625,26154.861016618306,2221.3006017390167,6717.113086136598,0
18680.58273333928,2,2,1,33.58242445972461,-1,-2,0,1493.7182395349812,1258.1563983302879,729.6704417886289,287.0847984438231,0
45087.731543486545,1,2,2,36.35563416414709,-1,1,7,210262.70091151,243844.61557194966,46413.536098339886,120389.36997859919,0
34884.90567343716,2,1,2,42.28518643514536,-2,-2,-2,2304.81702346158,2665.168274601844,239.78507053699227,46.408497245237676,0
29996.667241012485,1,3,2,41.37605812231209,0,-1,1,106842.71932710236,112585.4963839718,19425.75114099239,21487.447203539585,0
17570.015622997576,1,1,1,37.587698052439215,3,-1,-2,28046.480705270576,28380.099212542496,8603.390567635624,13741.478305074854,0
22892.91917841138,1,1,1,46.955313880867095,3,-1,1,16596.296080402735,14720.506472607962,4248.880291162646,2718.8055272429788,0
66457.1714396532,1,1,1,21.0,-2,0,0,9259.617579784705,7857.282852010809,2940.4703749098317,1565.1052470048282,0
54216.130296577845,2,1,1,40.045818144773904,-1,-1,0,304428.84519720415,317381.5681365981,100744.22349237214,100181.61043185972,0
16613.249259578675,2,1,2,41.265383633369424,0,8,-1,27594.933670963623,31148.68932862507,1702.3456931854103,14130.11708422767,1
39319.106269792384,1,1,2,22.604377139197602,1,0,-1,13646.326969264645,14676.045257196683,2148.51158804395,2161.210312763633,0
66244.6309763134,2,2,1,21.0,0,0,1,7028.191904132068,6130.833552858679,2631.0071210368815,2904.805490762667,0
10000.0,2,1,1,27.540578735243987,0,-1,3,6086.461013985495,5575.243670076843,1979.217453372763,787.6751320783047,0
56088.616355380196,2,3,2,28.38458557484708,0,0,-1,14196.248472494945,14459.830712989391,627.1074708573647,5895.232967624388,0
21373.36912916429,2,2,2,42.534194635024306,-2,-2,4,4373.3140390012895,4591.966651698465,689.1196800075354,633.319760757467,0
57324.24487125688,1,2,1,28.85461216308905,0,1,-1,30199.518439795633,25032.412393332226,14062.740211641894,913.4784473554142,0
19720.079799298033,1,1,1,26.436514817187962,8,-1,1,6156.287272488184,6437.1411320610405,2653.3987710694832,2614.453067980356,1
10000.0,2,1,1,28.88366263305441,-2,1,5,44620.408245796134,48838.27539588187,14962.178934611777,10990.477291118525,0
10000.0,2,2,1,46.18632334154212,0,-1,-1,43438.64916583473,37902.09531632615,1582.5529685821784,7405.101809149194,0
37739.70330462999,2,2,1,35.13043374376952,-1,7,0,12499.915772290993,11231.017897722793,3794.06935073944,2414.0116845392854,1
44702.20022281388,2,2,1,33.20748974643088,0,-1,-1,26805.508215939724,24220.3484427975,163.3545340819211,7406.295354823913,0
17615.71534454576,2,2,2,33.899945012989484,0,-2,0,28465.175061625447,33472.88539501321,9409.539430509218,4396.553960786209,0
60528.76387720415,1,2,2,47.92060334326523,0,0,1,2310.4603491933603,2224.5261227799465,844.7176454259516,263.9116977465127,0
10000.0,1,2,1,27.508282733967583,2,5,0,106727.22788182052,108032.35059871442,26534.71655115497,26113.537620521598,0
34445.58670857105,1,3,2,48.15508290940104,-1,0,5,9829.148068009743,10711.075650868923,18.7080357299362,190.8358579195011,0
13782.94228374765,2,2,2,37.10496298921504,0,-2,-1,30782.08722273489,29199.398669131017,10259.825404133067,9385.407853327617,0
21558.622117165494,2,4,2,33.395806180246524,-2,0,0,31835.8474848387,26812.85810535065,13048.560170212695,11031.400756434914,0
37718.989129078,2,3,1,60.00900497934282,1,3,0,673.545458949919,715.1225770456192,197.30418630260297,260.09608531713144,0
18245.418889980898,2,1,2,24.443605102014036,-1,-2,3,6073.4674592478195,6479.838712844164,2153.6439835840433,1520.502214709514,0
26698.3104835389,2,1,2,31.46314240432994,2,-1,-2,36623.39725884795,33115.57626056408,1653.9375117074908,9361.613051898148,0
81229.53953496095,2,2,1,22.675687608359997,-1,2,7,14395.96087350053,11719.630301931253,5148.8726943451475,153.41454246437186,0
22890.711694007885,2,2,2,44.524619705361694,-2,3,0,30539.102895578002,32558.99769222117,9378.451032764362,14852.662159966656,0
70866.54147586688,1,2,2,51.89188933651679,-1,1,0,14925.700528380457,16140.208078645463,2470.3506423985405,4503.622880726782,0
14709.289563555829,2,2,2,51.69922781404639,7,8,-1,58410.92087183232,47337.72644850609,20015.494885263117,7489.0439316447455,0
55483.632278181394,2,1,1,47.23948753146004,-1,-2,2,15318.86977558192,16502.609508502752,4944.8000524873605,2422.4372772396036,0
115065.27977683894,1,1,1,33.02379532204034,-2,0,0,73784.71801190508,86739.20629026875,22115.502383834417,28609.10938220712,0
10000.0,1,1,2,31.347590225101534,-2,0,0,4121.472194774312,3591.921184930445,377.00219646520424,1049.4316964794587,0
19196.51047921013,2,2,1,21.0,-1,1,0,11462.451858295104,11560.220862520264,1697.7136297138964,1085.7508400405245,0
57621.883807556274,1,2,2,55.35873535181793,-2,1,-1,6554.587844415105,7070.503267654532,3249.0527324891204,1449.1672278665287,0
30870.72772775198,2,1,1,39.68978078148468,0,3,-2,21297.889810809433,18998.394150252072,4612.155732607528,6423.180046719306,0
48869.88801124149,1,2,2,30.080430951305168,-1,-1,2,9562.442510481307,10524.611236520665,284.1313575459196,1566.3501778514897,0
22399.901726581924,2,1,2,48.28056888986968,0,-2,-1,10143.445126311277,11636.919041376881,4559.505519251238,2963.2051223484677,0
38920.32279130104,2,1,1,25.27235483239999,-2,-1,2,5734.640624825615,6456.17531210906,495.8516869415551,822.7726289454355,0
32063.006904860584,1,2,2,39.06622034222674,0,0,0,7685.704929063665,6944.49221193603,1550.6671327146587,248.895838204619,0
92431.73484133041,2,2,1,33.27370865709165,0,-1,-1,13195.980086611211,14801.75372472303,1834.2340630654344,2873.359133690375,0
44513.00508864852,2,2,1,41.386771398803006,-2,2,0,1181.3177345478828,1140.3700696655444,569.321583357684,417.4195035401443,0
47575.92474785061,2,3,1,34.36426460813878,-1,-1,0,843.7728917339036,764.9521591885574,159.51466564359973,81.79267485095434,0
26121.09298061557,2,3,1,21.0,-1,-2,1,14342.395218279422,12437.561441670357,5082.349397150693,4692.091280976723,0
24585.571384067007,2,1,1,35.75576372670038,-1,0,2,481.53943188140187,560.3157084712843,144.0724981758369,187.5635363275646,0
25692.47559843319,1,2,2,45.48864141875362,0,1,-1,10595.972635212132,10286.135975349514,227.68187114339315,2609.440308379858,0
49789.615337210395,2,2,1,34.70783594146015,0,-1,4,8496.448117100077,9739.414538762157,1632.654863256238,4730.704761499207,0
25931.46604095353,2,2,1,42.75115121589086,0,1,0,25602.5041446215,22115.903811828648,4992.769457061409,9768.7555578608,0
45789.948709092336,1,2,1,24.54470514325947,-1,0,2,5964.484709520949,6601.476088085859,2951.922867174742,1858.8971742769907,0
191055.76713023437,1,1,1,34.73739206730148,-1,-1,-1,87852.77869860415,74148.21427779442,35665.096246570974,20679.19083939166,0
72904.07119584961,1,1,2,28.754895449114226,-1,-2,-2,36967.53773011733,29833.76330686897,15834.19963709435,4143.48162621469,0
27978.207268208545,2,2,1,42.469808401047096,0,1,0,2176.0077336098966,2606.9001824622565,341.1122453082498,1199.432711291339,0
94937.22263034314,2,2,2,35.31491562261996,0,0,-1,9497.504615491778,7877.3721572011145,1562.5988628939076,3528.7812878901786,0
26200.65531823485,1,1,1,41.900736763366126,-1,3,7,83501.69190931297,82217.11698018471,21526.974506243725,30504.890401627592,0
10000.0,2,1,2,45.87710426157866,1,0,-2,5783.947653197322,6659.372152238483,1824.8792480383158,425.8071311549332,0
16212.388501206737,2,2,1,41.91618575121388,-2,-1,-2,12538.12410343826,14139.892267337655,4565.717068856111,4974.738992280662,0
10000.0,1,1,2,37.731184342936444,6,-1,-2,72038.29207689597,71207.7111132911,29564.581912191832,9011.832658427757,0
27413.454520986834,2,1,2,25.017877414885948,-2,-2,-1,6983.358641275925,7292.996592056149,3048.9421320065876,688.4945940809068,0
36854.5625237312,2,1,1,34.972138893330985,1,0,0,51409.3801559331,54076.6252996919,633.0014058766592,20527.803056291454,0
138850.0495813001,2,1,2,29.669095979841668,-1,0,0,4482.788105738814,3783.1593356123053,1784.3645777864228,1815.4113125116205,0
47171.34543650437,1,2,2,31.559360432957735,2,1,-1,417.74173379064365,381.7999191659137,127.5860515897998,20.790098499725435,0
30476.756099434744,1,2,1,31.25465849249749,-2,-1,-2,58351.19863883095,53706.05020107334,15523.892329702443,4403.253157564507,0
70511.03243145706,1,1,2,25.200744252177557,-1,-1,-1,22617.563920969358,21514.986182789802,7107.188773035411,2358.413494518424,0
10000.0,2,1,2,21.0,-1,-2,-1,24476.705061378932,22263.203536666297,10793.471162021175,10718.74262988693,0
43848.318327151435,2,1,2,28.31856951672233,8,-1,1,3599.120001134896,3241.365258067957,981.2836820695444,1128.6406170244345,1
67284.96951545651,2,2,2,36.93379451924159,7,0,1,3959.911122580127,3729.89653724176,321.12504425420576,1264.9719553634611,1
11127.012653836615,1,1,1,21.5182295457251,-1,5,1,53131.42412827138,50564.67707545199,11603.29600828315,12768.258531513251,0
90671.9416214085,1,2,2,35.15682236471624,0,0,5,17887.34518472253,17795.93410199523,8268.063393040598,4783.509563274423,0
47609.95352347242,2,1,2,54.00268424310965,0,1,3,11603.39180334235,10088.153147824754,4725.3870744265605,1463.6561075272234,0
26049.911995377537,2,1,1,45.23056555252239,-1,-1,0,17415.432101758623,19424.03513614352,1768.0634425012386,1500.9732386215624,0
60248.050433853256,2,1,2,51.43541509120529,-1,-1,0,81650.77875007225,93430.29819217643,29155.196695055154,36450.68306987879,0
223363.16898433148,2,1,1,38.91127876932726,7,-1,3,31838.31992727869,28631.117123938548,4078.914166345944,6738.229783075777,0
42002.86058222566,1,2,2,46.67509822986446,0,-1,0,7558.482814628815,6419.572822483851,1317.2054510066755,821.7332164396456,0
44292.75811820482,1,2,1,27.760352695322126,-2,0,-1,2479.5058534288837,2699.9953969609173,581.3416743762247,854.2530021178766,0
25147.43746728103,1,3,1,28.556597329780157,-1,-1,0,27056.011987298225,31647.36443767603,5964.086968117292,3314.416294291485,0
